DRUGBANKID	SMILES	NAME	MDR1	BCRP	MRP2
DB05903	C[C@H]1\C=C\C\C(C)=C/C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1	KOS-1584	None	None	None
DB05913	FC(F)(F)OC1=CC=C(NC(=O)C2=C(NCC3=CC=NC4=CC=CC=C34)C=CS2)C=C1	OSI-930	None	None	None
DB05928	CN1CCN(CC1)C1=CC=C2N=C(NC2=C1)C1=C(N)C2=C(NC1=O)C=CC=C2F	Dovitinib	None	None	None
DB05944	C[C@@H]1COC(NC2=CC=C3N=CN=C(NC4=CC=C(OCC5=NC=CS5)C(Cl)=C4)C3=C2)=N1	Varlitinib	None	None	None
DB06061	CN1C(=O)C(C)=CC(C(=O)NOCCO)=C1NC1=CC=C(I)C=C1F	AZD-8330	None	None	None
DB06070	CC1(C)CC2=C(C(=NN2C2=CC(N[C@H]3CC[C@@H](CC3)OC(=O)CN)=C(C=C2)C(N)=O)C(F)(F)F)C(=O)C1	SNX-5422	None	None	None
DB06077	[H][C@]12CCN(CCCC(=O)C3=CC=C(F)C=C3)C[C@@]1([H])C1=CC=CC3=C1N2CCN3C	Lumateperone	None	None	None
DB06090	[H][C@@]1(CC2=CC=CN=C2)N2CCC(CC2)[C@@]1([H])NC(=O)C1=CC2=C(O1)C=CC=C2	Bradanicline	None	None	None
DB06094	COCCOC1C(O)C(COP(O)(=S)OC2C(COP(O)(=S)OC3C(COP(O)(=S)OC4C(COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5CC(OC5COP(O)(=S)OC5C(COP(O)(=S)OC6C(COP(O)(=S)OC7C(COP(O)(=S)OC8C(CO)OC(C8OCCOC)N8C=NC9=C8NC(=N)N=C9O)OC(C7OCCOC)N7C=NC8=C7NC(=N)N=C8O)OC(C6OCCOC)N6C=NC7=C6NC(=N)N=C7O)OC(C5OCCOC)N5C=NC6=C(N)N=CN=C56)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=NC6=C5NC(=N)N=C6O)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=C(C)C(=N)N=C5O)N5C=C(C)C(O)=NC5=O)N5C=C(C)C(=N)N=C5O)N5C=NC6=C5NC(=N)N=C6O)N5C=NC6=C5NC(=N)N=C6O)OC(C4OCCOC)N4C=C(C)C(O)=NC4=O)OC(C3OCCOC)N3C=C(C)C(=N)N=C3O)OC(C2OCCOC)N2C=NC3=C(N)N=CN=C23)OC1N1C=C(C)C(O)=NC1=O	Apatorsen	None	None	None
DB06190	[H][C@](O)(CNCCNC1=CC(=CC=C1)C1=CC(=CC=C1)C(O)=O)C1=CC=CC(Cl)=C1	Solabegron	None	None	None
DB06215	O=[Fe].O=[Fe]O[Fe]=O	Ferumoxytol	None	None	None
DB06235	CC1=C(C)C2=C(C=C1)C(=O)C1=CC=CC(CC(O)=O)=C1O2	Vadimezan	None	None	None
DB06395	CC1=CC=C(OC2=CC=CC=C2C2=CSC(N=C3NCCCN3)=N2)C(C)=C1	Abafungin	None	None	None
DB06419	[H][C@]12N=C(O)O[C@]1(C)[C@@]([H])(CC)OC(=O)[C@]([H])(C)C(=O)[C@]([H])(C)[C@@]([H])(O[C@]1([H])O[C@]([H])(C)C[C@]([H])(N(C)C)[C@@]1([H])O)[C@@](C)(C[C@@]([H])(C)C(=O)[C@]2([H])C)OCC=CC1=CC2=CC=CC=C2N=C1	Cethromycin	None	None	None
DB06436	CC1=CC(C)=C(N1)\C=C1/C(=O)NC2=CC=CC=C12	Semaxanib	None	None	None
DB06440	C[C@@H](C1=NC(=CS1)C1=CC=C(C=C1)C#N)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F	Ravuconazole	None	None	None
DB06444	CCCCCCC(C)(C)C1=CC(O)=C2[C@H]3CC(CO)=CC[C@@H]3C(C)(C)OC2=C1	Dexanabinol	None	None	None
DB06470	CC1=C(CCCl)SC=N1	clomethiazole	None	None	None
DB06471	[H][C@]12O[C@@]1([H])[C@@]1([H])C[C@]2([H])C[C@@H]1C1=NC2=C(N1)N(CCC)C(=O)C(CCC)C2=O	Naxifylline	None	None	None
DB06512	[H][C@]12CC[C@](C)(C1(C)C)[C@@](C2)(OCCN(C)C)C1=CC=CC=C1	Deramciclane	None	None	None
DB06543	C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)[C@@H](O)CC1(C)C	Astaxanthin	None	None	None
DB06554	O=C1NOC2=C1CCNC2	Gaboxadol	None	None	None
DB06579	CCCC1=C(CN2C=CN=C2C2=C(F)C=CC=N2)N=CN2N=C(C)N=C12	Adipiplon	None	None	None
DB06581	[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C	Bevirimat	None	None	None
DB06670	CC(C)(F)C[C@H](N[C@@H](C1=CC=C(C=C1)C1=CC=C(C=C1)S(C)(=O)=O)C(F)(F)F)C(=O)NC1(CC1)C#N	Odanacatib	None	None	None
DB06678	[H][C@]12CN(C)CCN1C1=C(CC3=CC=CC=C23)C=CC=N1	Esmirtazapine	None	None	None
DB06685	CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1	Laquinimod	None	None	None
DB06726	CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C	Bufuralol	None	None	None
DB06731	NCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1	Seproxetine	None	None	None
DB06735	CCN(CC)CCOC1=CC=C(C=C1)C(=C(\Cl)C1=CC=CC=C1)\C1=CC=CC=C1	Enclomiphene	None	None	None
DB06741	OC(=O)C1=C(\C=C\C(=O)NC2=CC=CC=C2)C2=C(Cl)C=C(Cl)C=C2N1	Gavestinel	None	None	None
DB07101	[H][C@@](O)(CO)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1	PD-0325901	None	None	None
DB07118	CC1=CC(=O)OC2=C1C=CC(O)=C2	Hymecromone	None	None	None
DB07138	FC1=CC(F)=C(SC2=NN3C=NC(=O)C(=C3C=C2)C2=C(Cl)C=CC=C2Cl)C=C1	Neflamapimod	None	None	None
DB07232	C[C@@]1(CCCN1)C1=NC2=CC=CC(C(N)=O)=C2N1	Veliparib	None	None	None
DB07238	CNC(=O)C1=C(OC2=CC(N(CCO)S(C)(=O)=O)=C(C=C12)C1CC1)C1=CC=C(F)C=C1	Nesbuvir	None	None	None
DB07425	CC(C)C1=C(O)C=CC(CC2=C(C)C=C(OCC(O)=O)C=C2C)=C1	Sobetirome	None	None	None
DB07715	CC1=CC(O)=C2C(=O)C3=C(C=C(O)C=C3O)C(=O)C2=C1	Emodin	None	None	None
DB07885	[H][C@@]1(CSC)N(C(=O)OC(C)C)C2=C(NC1=S)C=CC(OC)=C2	Talviraline	None	None	None
DB07933	[H][C@@]12CCC[C@]1([H])[C@@]([H])(OC1=C2C=C(O)C=C1)C1=CC=C(O)C=C1	Erteberel	None	None	None
DB07941	CNC(=O)C1=CC=C(C)C(=C1)N1C(C)=CC(OCC2=C(F)C=C(F)C=C2)=C(Br)C1=O	PH-797804	None	None	None
DB08079	COC1=CC2=NC=CC(OCC3=NN=C4C=CC(=NN34)C3=CC=CC=C3)=C2C=C1	AMG-208	None	None	None
DB08162	O=S(=O)(N1CCCNCC1)C1=CC=CC2=C1C=CN=C2	Fasudil	None	None	None
DB08167	CN(C)C1=CC2=[S+]C3=CC(=CC=C3N=C2C=C1)N(C)C	Methylthioninium	None	None	None
DB08188	CCOCN1C(=O)NC(=O)C(C(C)C)=C1CC1=CC=CC=C1	Emivirine	None	None	None
DB08382	[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCC(F)(F)C1)N1CCN(CC1)C1=NC=CC=N1	Gosogliptin	None	None	None
DB08398	CN1C(N)=NC2=NC=C(C=C12)C1=CC=CC=C1	2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	None	None	None
DB08486	CC1=CC(NC(=O)CC2=CC=C(OC(C)(C)C(O)=O)C=C2)=CC(C)=C1	Efaproxiral	None	None	None
DB08490	ONC(=O)C1(CS(=O)(=O)C2=CC=C(OC3=CC=C(Cl)C=C3)C=C2)CCOCC1	CTS-1027	None	None	None
DB08502	CC(C)C1=C(SC2=CC(Cl)=CC(Cl)=C2)N(CC2=CC=NC=C2)C(COC(N)=O)=N1	Capravirine	None	None	None
DB08621	[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(C=C1)S(C)(=O)=O	Thiamphenicol	None	None	None
DB08633	[H][C@]1(CC=C(C)C)O[C@]1(C)[C@@]1([H])[C@]([H])(OC)[C@@]([H])(CC[C@]11CO1)OC(=O)NC(=O)CCl	TNP-470	None	None	None
DB08639	CC1=CC(C)=C(NC2=NC(NC3=CC=C(C=C3)C#N)=NC=C2)C(C)=C1	Dapivirine	None	None	None
DB08831	[H]C([H])(C=O)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(O)CO	2-deoxyglucose	None	None	None
DB08836	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1	Temocapril	None	None	None
DB08837	CC[N+](CC)(CC)CC	Tetraethylammonium	None	None	None
DB08838	NCCCCNC(N)=N	Agmatine	None	None	None
DB08841	NCCC1=CC=C(O)C=C1	Tyramine	None	None	None
DB08844	O=C1NC2=C(N1)C(=O)NC(=O)N2	Uric Acid	None	None	None
DB08846	OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2	Ellagic Acid	None	None	None
DB08878	NC1=NC2=C(N=C(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)C=N2)C(N)=N1	Aminopterin	None	None	None
DB08891	[H][C@@](CN)(CC(O)=O)C1=CC=C(Cl)C=C1	Arbaclofen	None	None	None
DB08892	CC(C)[C@H](OC(=O)NC[C@H](CC(O)=O)C1=CC=C(Cl)C=C1)OC(=O)C(C)C	Arbaclofen Placarbil	None	None	None
DB08915	CO[C@@H](CC1=CC=C(OCCC2=C(C)OC(=N2)C2=CC=CC=C2)C2=C1SC=C2)C(O)=O	Aleglitazar	None	None	None
DB08953	C(CC1=CNC2=CC=CC=C12)C1CCNCC1	Indalpine	None	None	None
DB08956	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@]4([H])CC(=O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)CO	Hydroxydione	None	None	None
DB08961	NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CS2)C(=C1)C1=NNN=N1	Azosemide	None	None	None
DB08962	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)N[C@@H]1[C@H](O)[C@]2(C)CC[C@H]1C2(C)C	Glibornuride	None	None	None
DB08986	CCNC1=NC2=CC=C(Cl)C=C2C(C)(O1)C1=CC=CC=C1	Etifoxine	None	None	None
DB09022	CC(CC1=CC(=CC=C1)C(F)(F)F)NCCOC(=O)C1=CC=CC=C1	Benfluorex	None	None	None
DB09184	[H][C@]1(CNCCO1)[C@@](O)(CC1=C(OC)C=CC(F)=C1)C1CCOCC1	Edivoxetine	None	None	None
DB09200	COC1=CC=C2N=C(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)N(C)C2=C1	Rivoglitazone	None	None	None
DB09271	[H][C@](CO)(C(=O)O[C@@]1([H])C[C@@]2([H])[C@]3([H])O[C@]3([H])[C@@]([H])(C1)[N+]2(C)CC1CC1)C1=CC=CC=C1	Cimetropium	None	None	None
DB09298	[H][C@@]1(OC2=C(O[C@@H]1CO)C=CC(=C2)[C@@]1([H])OC2=C(C(O)=CC(O)=C2)C(=O)[C@@H]1O)C1=CC(OC)=C(O)C=C1	Silibinin A	None	None	None
DB09308	[H][C@]12N(CCCCN3C=C(N=N3)C3=CC(N)=CC=C3)C(=O)O[C@]1(C)[C@@]([H])(CC)OC(=O)[C@@](C)(F)C(=O)[C@]([H])(C)[C@@]([H])(O[C@]1([H])O[C@]([H])(C)C[C@]([H])(N(C)C)[C@@]1([H])O)[C@@](C)(C[C@@]([H])(C)C(=O)[C@]2([H])C)OC	Solithromycin	None	None	None
DB11366	CN(C(=O)C1=C(O)C2=C(C=CC=C2)N(C)C1=O)C1=CC=CC=C1	Roquinimex	None	None	None
DB11386	CC(C)(O)C(Cl)(Cl)Cl	Chlorobutanol	None	None	None
DB11616	[H][C@]1(N)C[C@]([H])(O[C@@]2([H])C[C@@](O)(CC3=C(O)C4=C(C(O)=C23)C(=O)C2=C(C=CC=C2OC)C4=O)C(=O)CO)O[C@@]([H])(C)[C@@]1([H])O[C@]1([H])CCCCO1	Pirarubicin	None	None	None
DB11617	CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=C(C(O)=CC=C1)C3=O	Aclarubicin	None	None	None
DB11620	NCCCCCC(O)(P(O)(O)=O)P(O)(O)=O	Neridronic Acid	None	None	None
DB11645	CN1N=CC=C1C1=CC=C(SC2=CC=CC(=C2)C2(CCOCC2)C(N)=O)C=C1	PF-4191834	None	None	None
DB11647	NC(=O)C1=C(O)C[C@@H]2C[C@@H]3CC4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]2(O)C1=O	Incyclinide	None	None	None
DB11648	CN1N=CC(Cl)=C1C1=C(Cl)SC(=C1)C(=O)N[C@H](CN)CC1=CC=CC(F)=C1	Afuresertib	None	None	None
DB11649	CCC1=NN(CCO)C(CC)=C1OC1=CC(=CC(=C1)C#N)C#N	Lersivirine	None	None	None
DB11650	COC1=CC=C(C=C1OC1CCCC1)[C@H]1CNC(=O)[C@H](CC2=CC(C)=CC=C2)C1	HT-0712	None	None	None
DB11651	CN1C(=O)N(C2=C1C=NC1=CC=C(C=C21)C1=CN=C2C=CC=CC2=C1)C1=CC=C(C=C1)C(C)(C)C#N	Dactolisib	None	None	None
DB11652	CC1=CC(NC2=NC=NC3=CC=C(NC4=NC(C)(C)CO4)C=C23)=CC=C1OC1=CC2=NC=NN2C=C1	Tucatinib	None	None	None
DB11653	CCCC[C@H](NC(C)=O)C(=O)N[C@H]1CC(=O)NCCCC[C@H](NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CN=CN2)NC1=O)C(O)=O	Bremelanotide	None	None	None
DB11654	COCN1C(=O)N(COC)C(=O)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1	T-2000	None	None	None
DB11655	CN1N=NC(=N1)N(CC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)[C@H]1CCCN(C[C@H]2CC[C@@H](CC2)C(O)=O)C2=C1C=C(C)C=C2C	Evacetrapib	None	None	None
DB11656	OC(=O)C(CC1=CC(O)=NC2=CC=CC=C12)NC(=O)C1=CC=C(Cl)C=C1	Rebamipide	None	None	None
DB11658	CC1=C(CC(O)=O)C2=CC=CN=C2N1CC1=CC=C(C=C1)S(C)(=O)=O	QAV-680	None	None	None
DB11659	[In]	Indium	None	None	None
DB11660	O[C@H](CC[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(=O)OCCCCO[N+]([O-])=O)CCC1=CC=CC=C1	Latanoprostene Bunod	None	None	None
DB11662	CC1=NC=C(NC(=O)NC2=C(OC[C@@H]3CNCCO3)C=C(C)C(Br)=C2)N=C1	Rabusertib	None	None	None
DB11663	CS(=O)(=O)N1CCN(CC2=CC3=C(S2)C(=NC(=N3)C2=C3C=NNC3=CC=C2)N2CCOCC2)CC1	Pictilisib	None	None	None
DB11664	CN(C)CCC1=CNC2=CC=CC(OP(O)(O)=O)=C12	Psilocybine	None	None	None
DB11665	COC1=CC=CC(NC2=NC=NN3C=CC(CN4CC[C@@H](N)[C@H](O)C4)=C23)=C1	BMS-690514	None	None	None
DB11666	FC(F)(F)C1=CC(=N)NC=C1C1=CC(=NC(=N1)N1CCOCC1)N1CCOCC1	Buparlisib	None	None	None
DB11667	NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1C#N	2'-cyano-2'-deoxy-1-(beta-D-arabinofuranosyl)cytosine	None	None	None
DB11669	CC(C)C[C@H](NC(=O)OC(C)(C)C)[C@@H](O)C(=O)O[C@H]1[C@@H]2OC(=O)O[C@@]22[C@@H](OC(=O)C3=CC=CC=C3)[C@@H]3[C@@]4(CO[C@@H]4C[C@H](O)[C@@]3(C)C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)OC(C)=O	Ortataxel	None	None	None
DB11670	CC(=O)N(CCCCNCCCN1C(=O)NC2=CC=CC=C2C1=O)CCCN1C(=O)NC2=CC=CC=C2C1=O	SP-8203	None	None	None
DB11671	CC(C)C(N(CCCN)C(=O)C1=CC=C(C)C=C1)C1=NC2=C(C(C)=NS2)C(=O)N1CC1=CC=CC=C1	AZD-4877	None	None	None
DB11672	COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC(OC)=C(O)C=C2)=CC=C1O	Curcumin	None	None	None
DB11673	CC1=C(O)C(CN)=C(CO)C=N1	Pyridoxamine	None	None	None
DB11674	OC1=CC=C(C=C1)[C@H]1COC2=C(C1)C=CC(O)=C2	Equol	None	None	None
DB11675	CCOC1=CC(N)=C(Cl)C=C1C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1	Mosapride	None	None	None
DB11676	[H][C@]1(CO)N[C@@]([H])(C2=CNC3=C2N=CNC3=N)[C@]([H])(O)[C@]1([H])O	Galidesivir	None	None	None
DB11677	CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC	Triheptanoin	None	None	None
DB11678	CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O	Treosulfan	None	None	None
DB11679	CNC(=O)C1=C(C)OC2=CC(OC3=NC=NC4=CC(OC)=C(OC)C=C34)=CC=C12	Fruquintinib	None	None	None
DB11681	CCC1=NN(C2CCCC2)C2=C1CCN1C(=NN=C21)C1=CC=CS1	Tofimilast	None	None	None
DB11682	OC(=O)CNC(=O)C1C(=O)N(C2CCCCC2)C(=O)N(C2CCCCC2)C1=O	Daprodustat	None	None	None
DB11683	COC1=CC=C(Cl)C=C1C1=CC(=O)NC(=S)N1CC(N)=O	PF-06282999	None	None	None
DB11684	COCC1(CO)N2CCC(CC2)C1=O	APR-246	None	None	None
DB11686	CN1CCCC[C@H]1CCC1=CC=CC=C1NC(=O)\C=C\C1=CC=CC=C1	Iferanserin	None	None	None
DB11687	CCNC1=CC2=C(C(O)=C1)C(=O)O[C@@H](C)[C@H](C)\C=C/C(=O)[C@@H](O)[C@@H](O)C\C=C\2	E-6201	None	None	None
DB11688	CN(CC(N)=O)C(=O)N(CCCl)N=O	2-chloroethyl-3-sarcosinamide-1-nitrosourea	None	None	None
DB11689	CN1C=NC2=C1C=C(C(O)=NOCCO)C(NC1=C(Cl)C=C(Br)C=C1)=C2F	Selumetinib	None	None	None
DB11692	CC[C@H](NC(=O)C1=C(NS(C)(=O)=O)C(=NC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1	AZD-2624	None	None	None
DB11693	CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C=C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C	Voclosporin	None	None	None
DB11694	NC1=C2C(SC=C2C2=CC=C(NC(=O)NC3=CC(F)=CC=C3)C=C2)=C(C=N1)C1=CN(CCO)N=C1	Ilorasertib	None	None	None
DB11695	NCCC(=O)N[C@@H](CC1=CN=CN1)C(O)=O	Carnosine	None	None	None
DB11696	CC(=O)SCC(CC1=CC=CC=C1)C(=O)NCC(=O)OCC1=CC=CC=C1	Racecadotril	None	None	None
DB11697	C(CN1CCCC1)OC1=CC=C2C=C1COC\C=C\COCC1=CC(=CC=C1)C1=CC=N\C(N1)=N\2	Pacritinib	None	None	None
DB11698	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1=CC=C(F)C(CC2=CC3=CC=CC=C3S2)=C1	Ipragliflozin	None	None	None
DB11700	C[C@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC2=CNC3=CC=CC=C23)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CN=CN2)NC1=O)C(N)=O)NC(=O)[C@H](CCCNC(N)=N)NC(C)=O	Setmelanotide	None	None	None
DB11701	CC1=CC=CC(C)=C1N(CC(=O)NC1=CC=C(C=C1)C1=NOC=N1)C(=O)C1CCS(=O)(=O)CC1	Amenamevir	None	None	None
DB11702	O=C(CC1=CC=CC=C1)N[C@H]1CCC(=O)NC1=O	Antineoplaston A10	None	None	None
DB11704	CC1=CC(O[C@@H](CCC(F)(F)F)C2=CC=C(C=C2)C(=O)NCCC(O)=O)=CC(C)=C1C1=CC=C(C=C1)C(C)(C)C	Adomeglivant	None	None	None
DB11705	CN(C(=O)CO)C1=C(I)C(C(O)=NCC(O)CO)=C(I)C(C(O)=NCC(O)CO)=C1I	Iomeprol	None	None	None
DB11706	NC(=O)[C@@H]1CC[C@@H](N1)C1=CC=C(OCC2=CC=CC=C2F)C=C1	Raxatrigine	None	None	None
DB11708	NC(=O)C1=CN=C2NC=CC2=C1N[C@H]1[C@H]2CC3C[C@@H]1C[C@@](O)(C3)C2	Peficitinib	None	None	None
DB11709	CSCC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=C)[C@H](CCC(O)=O)NC(C)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(N)=O	Acetyl hexapeptide-8	None	None	None
DB11710	C[N+]1=CC=CC(=C1)C(N)=O	Trigonellamide	None	None	None
DB11711	CCC[C@@H](NC1=C(CC2=CC=CC(C(=O)N(C)C)=C2O)C(=O)C1=O)C1=CC=C(C)O1	Navarixin	None	None	None
DB11712	CC(C)(CO)C1=CC2=CC(NC(=O)C3(CC3)C3=CC=C4OC(F)(F)OC4=C3)=C(F)C=C2N1C[C@@H](O)CO	Tezacaftor	None	None	None
DB11713	COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(N1)C1=CC=C2N3[C@@H](OC4=C(C3=CC2=C1)C(F)=CC(=C4)C1=CN=C(N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C)C1=CN=C(S1)C1CC1	Ruzasvir	None	None	None
DB11716	COCC(O)CN1C=CN=C1[N+]([O-])=O	Misonidazole	None	None	None
DB11717	NS(=O)(=O)NCCNC1=NON=C1\C(NC1=CC(Br)=C(F)C=C1)=N\O	Epacadostat	None	None	None
DB11718	COC(=O)N[C@@H](C)CNC1=NC=CC(=N1)C1=CN(N=C1C1=CC(Cl)=CC(NS(C)(=O)=O)=C1F)C(C)C	Encorafenib	None	None	None
DB11719	CSC1=CC=C(OC2=CC=C(C=C2CN(C)C)S(N)(=O)=O)C=C1	UK-390957	None	None	None
DB11720	CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N1CCC[C@H]1C(O)=O	Angiotensin 1-7	None	None	None
DB11721	CCC1=CN=C(C=C1)C(=O)COC1=CC=C(CC2SC(=O)NC2=O)C=C1	Mitoglitazone	None	None	None
DB11723	OB(O)[C@@H]1CCCN1C(=O)CN[C@@H]1CCNC1	Dutogliptin	None	None	None
DB11725	CN1CCC2=C(C1)C1=CC(C)=CC=C1N2CCC1=CC=C(C)N=C1	Latrepirdine	None	None	None
DB11726	ClC1=C2SC(=CC2=CC=C1)C(=O)N[C@H]1CN2CCC1CC2	Encenicline	None	None	None
DB11729	CCCC[C@]1(CC)CS(=O)(=O)C2=CC(CNC(CC(O)=O)CC(O)=O)=C(OC)C=C2[C@H](N1)C1=CC=CC=C1	GSK-2330672	None	None	None
DB11731	[H][C@](C)(CC)[C@]([H])(N(C)C(=O)[C@@]([H])(N=C(O)[C@]([H])(C(C)C)N(C)C(=O)CCCCCN1C(=O)C=CC1=O)C(C)C)[C@@]([H])(CC(=O)N1CCC[C@@]1([H])C([H])(OC)[C@@]([H])(C)C(O)=N[C@@]([H])(CC1=CC=CC=C1)C(O)=O)OC	Depatuxizumab mafodotin	None	None	None
DB11732	CN1CCC(CC1)C(=O)C1=CC=CC(NC(=O)C2=C(F)C=C(F)C=C2F)=N1	Lasmiditan	None	None	None
DB11734	CN(C)C(=O)[C@@H]1CCCN1C(=O)NCC1=CC=C(C=C1C)C(=O)N1CCCCC2=C1C=CC=C2	Fedovapagon	None	None	None
DB11735	OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C=O	Galactose	None	None	None
DB11736	CCOCCN1N=C(C(=O)NS(C)(=O)=O)C2=NC(=NC(NC3=CC(C)=CC=N3)=C12)N(C)CC	PF-00489791	None	None	None
DB11738	C1CC1C(NC1=NCCO1)C1CC1	Rilmenidine	None	None	None
DB11739	CNCC1=CN(C(=C1)C1=CC=CC=C1F)S(=O)(=O)C1=CC=CN=C1	Vonoprazan	None	None	None
DB11740	CN1CCN(CC1)C1=CC=C(NC2=NC=C3C(=O)N(CC=C)N(C3=N2)C2=NC(=CC=C2)C(C)(C)O)C=C1	MK-1775	None	None	None
DB11741	CCN(CC)CCN1CCC2=C(C(C)=C(N2)\C=C2/C(=O)NC3=CC=C(F)C=C23)C1=O	Famitinib	None	None	None
DB11742	CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1	Ebastine	None	None	None
DB11743	[H][C@](CNC(C)C)(C(=O)N1CCN(CC1)C1=NC=NC2=C1[C@]([H])(C)C[C@@]2([H])O)C1=CC=C(Cl)C=C1	Ipatasertib	None	None	None
DB11744	NC[C@H]1OB(O)C2=C1C=CC=C2OCCCO	Epetraborole	None	None	None
DB11745	CCNC1(CCN(CC1)C1=C2N=C(N(C2=NC=N1)C1=CC=C(Cl)C=C1)C1=CC=CC=C1Cl)C(N)=O	Otenabant	None	None	None
DB11747	CCN(CCCOC1=CC=C2C(NC3=CC(CC(=O)NC4=CC=CC(F)=C4)=NN3)=NC=NC2=C1)CCOP(O)(O)=O	Barasertib	None	None	None
